latitude,longitude,count
40.747,-73.91,1.0
40.747,-73.949,1.0
40.747,-73.981,3.0
40.747,-73.715,1.0
40.747,-73.758,1.0
40.747,-73.749,1.0
40.747,-73.908,3.0
40.747,-73.792,1.0
40.747,-73.78,1.0
40.747,-73.955,3.0
40.747,-73.817,4.0
40.747,-73.884,4.0
40.747,-73.769,1.0
40.747,-73.718,1.0
40.747,-74.004,1.0
40.747,-74.008,1.0
40.747,-73.98,3.0
40.747,-73.925,3.0
40.747,-73.708,1.0
40.747,-73.927,1.0
40.747,-73.898,2.0
40.747,-73.859,4.0
40.747,-73.917,1.0
40.747,-73.759,2.0
40.747,-73.815,1.0
40.747,-73.799,2.0
40.747,-73.88,2.0
40.747,-73.879,2.0
40.747,-73.833,1.0
40.747,-73.915,1.0
40.747,-73.854,1.0
40.747,-73.782,1.0
40.747,-73.902,1.0
40.747,-73.788,1.0
40.747,-73.924,1.0
40.747,-73.794,2.0
40.747,-73.865,1.0
40.747,-73.795,2.0
40.747,-73.918,1.0
40.734,-73.872,380.0
40.734,-73.805,5.0
40.734,-73.958,1.0
40.734,-73.983,7.0
40.734,-73.977,13.0
40.734,-73.991,31.0
40.734,-73.98,5.0
40.734,-74.005,85.0
40.734,-73.997,11.0
40.734,-73.819,2.0
40.734,-73.85,7.0
40.734,-73.957,7.0
40.734,-73.99,22.0
40.734,-73.989,17.0
40.734,-73.981,18.0
40.734,-74.003,14.0
40.734,-73.988,18.0
40.734,-74.004,37.0
40.734,-73.982,26.0
40.734,-73.741,2.0
40.734,-74.001,12.0
40.734,-74.009,3.0
40.734,-73.873,11.0
40.734,-74.007,3.0
40.734,-73.87,14.0
40.734,-74.006,12.0
40.734,-74.002,36.0
40.734,-73.994,6.0
40.734,-73.802,1.0
40.734,-73.734,2.0
40.734,-73.952,8.0
40.734,-73.955,3.0
40.734,-73.895,11.0
40.734,-73.785,2.0
40.734,-73.937,2.0
40.734,-73.992,13.0
40.734,-73.986,10.0
40.734,-73.755,1.0
40.734,-73.998,18.0
40.734,-73.868,40.0
40.734,-73.987,22.0
40.734,-73.886,2.0
40.734,-73.854,3.0
40.734,-74.008,6.0
40.734,-73.776,1.0
40.734,-73.815,29.0
40.734,-73.885,2.0
40.734,-73.993,9.0
40.734,-73.799,1.0
40.734,-73.758,1.0
40.734,-74.01,1.0
40.734,-73.711,1.0
40.734,-73.91,1.0
40.734,-73.898,3.0
40.734,-73.883,3.0
40.734,-73.725,1.0
40.734,-73.888,1.0
40.734,-73.887,2.0
40.734,-73.985,7.0
40.734,-73.863,1.0
40.734,-73.869,7.0
40.734,-73.866,4.0
40.734,-73.889,1.0
40.734,-73.783,3.0
40.734,-73.861,11.0
40.734,-73.9,3.0
40.734,-73.793,1.0
40.734,-73.792,1.0
40.734,-73.984,2.0
40.734,-73.938,4.0
40.734,-73.919,7.0
40.734,-73.824,1.0
40.734,-73.846,3.0
40.734,-73.954,6.0
40.734,-73.816,3.0
40.734,-74.0,7.0
40.734,-73.8,2.0
40.734,-73.777,1.0
40.734,-73.825,2.0
40.734,-73.893,2.0
40.734,-73.82,1.0
40.734,-73.88,2.0
40.734,-73.845,1.0
40.734,-73.899,1.0
40.734,-73.959,1.0
40.734,-73.995,1.0
40.734,-73.719,3.0
40.734,-73.765,1.0
40.734,-73.852,1.0
40.734,-73.822,1.0
40.734,-73.92,1.0
40.734,-73.724,1.0
40.734,-73.999,4.0
40.734,-73.875,2.0
40.734,-73.897,1.0
40.734,-73.878,1.0
40.734,-73.874,3.0
40.734,-73.749,1.0
40.734,-73.848,1.0
40.734,-73.737,1.0
40.734,-73.894,1.0
40.734,-73.797,1.0
40.734,-73.867,1.0
40.734,-73.746,1.0
40.734,-73.896,1.0
40.734,-73.713,1.0
40.734,-73.707,1.0
40.734,-73.722,1.0
40.813,-73.953,7.0
40.813,-73.909,89.0
40.813,-73.951,4.0
40.813,-73.942,16.0
40.813,-73.949,30.0
40.813,-73.938,19.0
40.813,-73.922,75.0
40.813,-73.956,27.0
40.813,-73.947,26.0
40.813,-73.958,50.0
40.813,-73.961,9.0
40.813,-73.903,40.0
40.813,-73.926,33.0
40.813,-73.946,45.0
40.813,-73.963,5.0
40.813,-73.91,25.0
40.813,-73.943,11.0
40.813,-73.93,15.0
40.813,-73.915,36.0
40.813,-73.927,7.0
40.813,-73.889,5.0
40.813,-73.929,8.0
40.813,-73.906,11.0
40.813,-73.858,1.0
40.813,-73.886,2.0
40.813,-73.957,31.0
40.813,-73.901,9.0
40.813,-73.887,18.0
40.813,-73.952,16.0
40.813,-73.914,5.0
40.813,-73.95,7.0
40.813,-73.888,25.0
40.813,-73.806,3.0
40.813,-73.944,13.0
40.813,-73.923,16.0
40.813,-73.924,10.0
40.813,-73.935,11.0
40.813,-73.931,5.0
40.813,-73.855,2.0
40.813,-73.921,2.0
40.813,-73.941,10.0
40.813,-73.92,2.0
40.813,-73.861,1.0
40.813,-73.902,3.0
40.813,-73.954,11.0
40.813,-73.899,1.0
40.813,-73.848,2.0
40.813,-73.907,16.0
40.813,-73.945,10.0
40.813,-73.9,4.0
40.813,-73.823,1.0
40.813,-73.908,2.0
40.813,-73.916,6.0
40.813,-73.928,1.0
40.813,-73.89,3.0
40.813,-73.937,3.0
40.813,-73.918,1.0
40.813,-73.904,1.0
40.813,-73.898,3.0
40.813,-73.862,2.0
40.813,-73.905,2.0
40.813,-73.802,2.0
40.813,-73.932,2.0
40.813,-73.939,2.0
40.813,-73.856,2.0
40.813,-73.857,1.0
40.813,-73.891,2.0
40.813,-73.94,2.0
40.813,-73.893,1.0
40.813,-73.824,1.0
40.813,-73.81,1.0
40.813,-73.885,1.0
40.813,-73.894,1.0
40.813,-73.826,2.0
40.813,-73.809,1.0
40.878,-73.882,22.0
40.878,-73.908,6.0
40.878,-73.892,12.0
40.878,-73.866,29.0
40.878,-73.86,16.0
40.878,-73.873,26.0
40.878,-73.875,22.0
40.878,-73.88,4.0
40.878,-73.868,11.0
40.878,-73.891,6.0
40.878,-73.872,17.0
40.878,-73.842,2.0
40.878,-73.849,10.0
40.878,-73.832,5.0
40.878,-73.915,11.0
40.878,-73.904,18.0
40.878,-73.887,6.0
40.878,-73.852,7.0
40.878,-73.885,5.0
40.878,-73.855,8.0
40.878,-73.874,17.0
40.878,-73.859,5.0
40.878,-73.828,5.0
40.878,-73.847,10.0
40.878,-73.862,12.0
40.878,-73.903,3.0
40.878,-73.848,14.0
40.878,-73.87,9.0
40.878,-73.864,9.0
40.878,-73.844,8.0
40.878,-73.835,7.0
40.878,-73.905,11.0
40.878,-73.851,4.0
40.878,-73.869,3.0
40.878,-73.876,6.0
40.878,-73.865,1.0
40.878,-73.856,2.0
40.878,-73.9,3.0
40.878,-73.91,3.0
40.878,-73.899,5.0
40.878,-73.845,6.0
40.878,-73.902,2.0
40.878,-73.912,27.0
40.878,-73.879,6.0
40.878,-73.858,4.0
40.878,-73.843,1.0
40.878,-73.853,7.0
40.878,-73.846,2.0
40.878,-73.84,2.0
40.878,-73.881,1.0
40.878,-73.85,2.0
40.878,-73.917,5.0
40.878,-73.909,3.0
40.878,-73.837,1.0
40.878,-73.824,1.0
40.878,-73.826,7.0
40.878,-73.906,3.0
40.878,-73.863,3.0
40.878,-73.833,1.0
40.878,-73.838,1.0
40.878,-73.825,1.0
40.755,-73.943,25.0
40.755,-73.991,21.0
40.755,-73.91,32.0
40.755,-73.821,3.0
40.755,-73.89,6.0
40.755,-73.969,5.0
40.755,-73.893,6.0
40.755,-73.831,4.0
40.755,-74.002,3.0
40.755,-73.989,32.0
40.755,-73.93,2.0
40.755,-73.941,5.0
40.755,-73.932,5.0
40.755,-73.866,19.0
40.755,-73.779,5.0
40.755,-73.988,16.0
40.755,-73.862,8.0
40.755,-73.975,10.0
40.755,-73.995,17.0
40.755,-73.828,13.0
40.755,-73.887,14.0
40.755,-73.844,50.0
40.755,-73.908,12.0
40.755,-73.971,12.0
40.755,-73.984,54.0
40.755,-73.904,5.0
40.755,-73.898,4.0
40.755,-73.889,18.0
40.755,-73.811,1.0
40.755,-73.994,22.0
40.755,-73.98,7.0
40.755,-73.859,3.0
40.755,-73.886,4.0
40.755,-73.834,4.0
40.755,-73.822,12.0
40.755,-73.987,28.0
40.755,-73.925,4.0
40.755,-73.986,31.0
40.755,-73.858,6.0
40.755,-73.872,3.0
40.755,-73.833,14.0
40.755,-73.869,8.0
40.755,-73.854,8.0
40.755,-73.885,7.0
40.755,-73.979,6.0
40.755,-73.832,16.0
40.755,-73.824,5.0
40.755,-73.924,11.0
40.755,-73.799,2.0
40.755,-73.993,18.0
40.755,-73.836,3.0
40.755,-73.843,8.0
40.755,-73.857,7.0
40.755,-73.942,11.0
40.755,-73.946,37.0
40.755,-73.974,6.0
40.755,-73.972,14.0
40.755,-73.878,12.0
40.755,-73.982,37.0
40.755,-73.797,3.0
40.755,-73.723,1.0
40.755,-73.962,1.0
40.755,-73.879,16.0
40.755,-73.876,4.0
40.755,-73.977,12.0
40.755,-73.985,7.0
40.755,-73.877,6.0
40.755,-73.803,2.0
40.755,-73.998,3.0
40.755,-73.83,4.0
40.755,-73.964,19.0
40.755,-73.918,2.0
40.755,-73.874,2.0
40.755,-73.761,1.0
40.755,-73.978,4.0
40.755,-73.827,1.0
40.755,-73.726,1.0
40.755,-73.895,2.0
40.755,-73.968,9.0
40.755,-73.807,1.0
40.755,-73.762,1.0
40.755,-73.99,13.0
40.755,-73.926,3.0
40.755,-73.829,5.0
40.755,-73.999,6.0
40.755,-73.936,9.0
40.755,-73.871,6.0
40.755,-73.967,6.0
40.755,-73.86,10.0
40.755,-73.784,2.0
40.755,-73.861,8.0
40.755,-73.751,2.0
40.755,-73.873,7.0
40.755,-73.897,4.0
40.755,-73.922,3.0
40.755,-73.945,7.0
40.755,-73.875,4.0
40.755,-73.914,18.0
40.755,-73.97,10.0
40.755,-73.992,7.0
40.755,-73.903,2.0
40.755,-73.909,6.0
40.755,-73.855,5.0
40.755,-73.8,1.0
40.755,-73.826,8.0
40.755,-73.87,5.0
40.755,-73.884,7.0
40.755,-73.819,3.0
40.755,-73.865,2.0
40.755,-73.919,5.0
40.755,-73.911,1.0
40.755,-73.777,2.0
40.755,-73.809,1.0
40.755,-73.782,5.0
40.755,-73.949,2.0
40.755,-73.973,2.0
40.755,-73.944,4.0
40.755,-73.94,3.0
40.755,-73.867,3.0
40.755,-73.881,3.0
40.755,-73.931,1.0
40.755,-73.976,2.0
40.755,-73.88,2.0
40.755,-73.901,4.0
40.755,-73.965,2.0
40.755,-73.902,3.0
40.755,-73.883,6.0
40.755,-73.938,3.0
40.755,-73.773,1.0
40.755,-73.888,2.0
40.755,-73.716,1.0
40.755,-73.788,3.0
40.755,-73.935,1.0
40.755,-73.928,2.0
40.755,-73.894,6.0
40.755,-73.92,1.0
40.755,-73.806,1.0
40.755,-73.816,3.0
40.755,-73.906,2.0
40.755,-73.765,1.0
40.755,-73.79,1.0
40.755,-73.817,1.0
40.755,-73.818,1.0
40.755,-73.921,1.0
40.755,-73.927,3.0
40.755,-73.727,2.0
40.755,-73.814,1.0
40.755,-73.997,1.0
40.755,-73.795,1.0
40.755,-73.963,1.0
40.755,-73.798,1.0
40.755,-73.772,2.0
40.755,-73.892,1.0
40.755,-73.81,1.0
40.755,-73.72,1.0
40.755,-73.804,1.0
40.755,-73.868,2.0
40.755,-73.923,1.0
40.755,-73.929,2.0
40.755,-73.996,1.0
40.755,-73.864,1.0
40.755,-73.802,1.0
40.81,-73.944,21.0
40.81,-73.917,21.0
40.81,-73.952,127.0
40.81,-73.925,196.0
40.81,-73.953,36.0
40.81,-73.951,31.0
40.81,-73.918,30.0
40.81,-73.936,19.0
40.81,-73.95,126.0
40.81,-73.942,39.0
40.81,-73.91,11.0
40.81,-73.903,8.0
40.81,-73.915,12.0
40.81,-73.928,13.0
40.81,-73.957,3.0
40.81,-73.945,18.0
40.81,-73.958,1.0
40.81,-73.955,13.0
40.81,-73.956,8.0
40.81,-73.947,6.0
40.81,-73.916,2.0
40.81,-73.94,3.0
40.81,-73.937,17.0
40.81,-73.895,2.0
40.81,-73.858,4.0
40.81,-73.922,7.0
40.81,-73.92,19.0
40.81,-73.892,2.0
40.81,-73.926,12.0
40.81,-73.938,9.0
40.81,-73.939,12.0
40.81,-73.929,2.0
40.81,-73.855,1.0
40.81,-73.853,1.0
40.81,-73.909,1.0
40.81,-73.961,14.0
40.81,-73.949,2.0
40.81,-73.885,1.0
40.81,-73.948,13.0
40.81,-73.964,2.0
40.81,-73.908,7.0
40.81,-73.906,3.0
40.81,-73.857,3.0
40.81,-73.931,4.0
40.81,-73.907,6.0
40.81,-73.886,2.0
40.81,-73.946,11.0
40.81,-73.924,3.0
40.81,-73.963,5.0
40.81,-73.914,4.0
40.81,-73.89,2.0
40.81,-73.884,1.0
40.81,-73.965,1.0
40.81,-73.954,4.0
40.81,-73.959,4.0
40.81,-73.856,1.0
40.81,-73.882,5.0
40.81,-73.881,2.0
40.81,-73.904,1.0
40.677,-73.961,13.0
40.677,-73.793,1.0
40.677,-73.98,13.0
40.677,-73.971,11.0
40.677,-73.905,9.0
40.677,-74.007,20.0
40.677,-73.871,12.0
40.677,-73.922,14.0
40.677,-73.936,10.0
40.677,-73.907,63.0
40.677,-73.753,1.0
40.677,-74.006,18.0
40.677,-73.928,8.0
40.677,-73.899,9.0
40.677,-73.937,11.0
40.677,-73.735,1.0
40.677,-73.923,6.0
40.677,-73.891,16.0
40.677,-73.987,2.0
40.677,-73.906,9.0
40.677,-73.913,8.0
40.677,-73.969,4.0
40.677,-73.799,5.0
40.677,-73.933,3.0
40.677,-73.948,8.0
40.677,-73.921,4.0
40.677,-74.004,1.0
40.677,-73.977,5.0
40.677,-73.883,10.0
40.677,-73.929,7.0
40.677,-73.967,7.0
40.677,-73.902,3.0
40.677,-73.953,8.0
40.677,-73.874,8.0
40.677,-73.897,10.0
40.677,-73.9,16.0
40.677,-73.823,5.0
40.677,-73.896,3.0
40.677,-73.999,3.0
40.677,-73.826,18.0
40.677,-73.877,2.0
40.677,-73.778,5.0
40.677,-73.803,2.0
40.677,-73.908,6.0
40.677,-73.954,15.0
40.677,-73.863,8.0
40.677,-73.796,1.0
40.677,-73.932,7.0
40.677,-73.983,15.0
40.677,-73.825,18.0
40.677,-74.015,1.0
40.677,-73.748,3.0
40.677,-73.873,7.0
40.677,-73.993,4.0
40.677,-73.864,1.0
40.677,-73.772,5.0
40.677,-73.946,12.0
40.677,-74.016,3.0
40.677,-73.876,15.0
40.677,-73.956,11.0
40.677,-73.963,5.0
40.677,-73.909,15.0
40.677,-73.926,7.0
40.677,-73.781,16.0
40.677,-73.915,8.0
40.677,-73.911,4.0
40.677,-73.846,3.0
40.677,-73.771,5.0
40.677,-73.898,3.0
40.677,-73.892,2.0
40.677,-73.868,5.0
40.677,-73.973,1.0
40.677,-73.847,7.0
40.677,-73.951,6.0
40.677,-73.867,5.0
40.677,-73.859,4.0
40.677,-73.943,23.0
40.677,-73.997,2.0
40.677,-73.857,2.0
40.677,-74.01,9.0
40.677,-73.944,5.0
40.677,-73.985,6.0
40.677,-73.797,1.0
40.677,-73.744,4.0
40.677,-73.958,11.0
40.677,-73.935,11.0
40.677,-73.916,10.0
40.677,-73.919,3.0
40.677,-73.917,4.0
40.677,-73.982,5.0
40.677,-73.95,10.0
40.677,-74.003,4.0
40.677,-73.848,4.0
40.677,-73.893,3.0
40.677,-73.918,4.0
40.677,-73.93,12.0
40.677,-73.89,7.0
40.677,-73.939,2.0
40.677,-73.743,4.0
40.677,-73.878,16.0
40.677,-73.812,3.0
40.677,-73.822,5.0
40.677,-73.779,5.0
40.677,-73.8,3.0
40.677,-73.914,7.0
40.677,-73.795,5.0
40.677,-73.889,4.0
40.677,-73.94,1.0
40.677,-73.959,5.0
40.677,-74.013,3.0
40.677,-73.73,1.0
40.677,-73.972,8.0
40.677,-74.002,5.0
40.677,-73.947,2.0
40.677,-73.881,2.0
40.677,-73.755,1.0
40.677,-73.879,7.0
40.677,-73.979,4.0
40.677,-73.833,4.0
40.677,-73.742,2.0
40.677,-73.752,4.0
40.677,-73.887,4.0
40.677,-73.941,5.0
40.677,-73.895,2.0
40.677,-73.888,7.0
40.677,-74.011,2.0
40.677,-73.912,4.0
40.677,-73.991,1.0
40.677,-73.807,2.0
40.677,-73.777,21.0
40.677,-73.903,5.0
40.677,-73.817,9.0
40.677,-73.819,1.0
40.677,-74.012,4.0
40.677,-73.754,5.0
40.677,-73.782,1.0
40.677,-73.787,1.0
40.677,-73.801,1.0
40.677,-73.965,4.0
40.677,-73.964,4.0
40.677,-73.844,2.0
40.677,-73.901,7.0
40.677,-73.809,6.0
40.677,-73.813,2.0
40.677,-73.79,2.0
40.677,-74.0,2.0
40.677,-73.788,2.0
40.677,-73.865,3.0
40.677,-73.824,3.0
40.677,-73.91,4.0
40.677,-73.924,2.0
40.677,-73.872,7.0
40.677,-73.768,1.0
40.677,-73.849,1.0
40.677,-73.925,5.0
40.677,-73.818,3.0
40.677,-73.875,5.0
40.677,-73.736,3.0
40.677,-73.904,3.0
40.677,-73.749,2.0
40.677,-73.792,2.0
40.677,-73.75,2.0
40.677,-73.886,3.0
40.677,-73.87,1.0
40.677,-73.74,1.0
40.677,-73.76,3.0
40.677,-73.805,1.0
40.677,-73.798,1.0
40.677,-73.858,5.0
40.677,-73.998,1.0
40.677,-73.745,2.0
40.677,-73.791,5.0
40.677,-73.88,2.0
40.677,-73.751,3.0
40.677,-73.84,1.0
40.677,-73.729,1.0
40.677,-73.816,3.0
40.677,-73.762,3.0
40.677,-73.927,2.0
40.677,-73.92,2.0
40.677,-73.737,1.0
40.677,-73.794,1.0
40.677,-73.806,2.0
40.677,-73.894,3.0
40.677,-73.827,1.0
40.677,-73.869,2.0
40.677,-73.862,2.0
40.677,-73.966,1.0
40.677,-73.986,1.0
40.677,-73.821,1.0
40.677,-73.82,1.0
40.677,-74.014,1.0
40.677,-74.001,1.0
40.677,-73.978,1.0
40.677,-73.835,1.0
40.646,-73.899,3.0
40.646,-74.014,11.0
40.646,-73.904,4.0
40.646,-73.946,14.0
40.646,-73.998,11.0
40.646,-73.955,5.0
40.646,-73.93,5.0
40.646,-73.897,29.0
40.646,-73.903,15.0
40.646,-73.974,8.0
40.646,-73.932,4.0
40.646,-73.995,6.0
40.646,-73.943,9.0
40.646,-73.924,2.0
40.646,-73.961,14.0
40.646,-74.005,4.0
40.646,-74.017,4.0
40.646,-73.91,2.0
40.646,-73.913,19.0
40.646,-74.004,13.0
40.646,-73.971,8.0
40.646,-73.984,3.0
40.646,-74.009,11.0
40.646,-73.997,16.0
40.646,-73.944,3.0
40.646,-74.089,15.0
40.646,-74.008,9.0
40.646,-73.982,2.0
40.646,-74.019,5.0
40.646,-74.01,6.0
40.646,-73.952,13.0
40.646,-73.945,6.0
40.646,-73.876,3.0
40.646,-73.9,3.0
40.646,-73.895,4.0
40.646,-73.949,11.0
40.646,-73.98,5.0
40.646,-73.921,4.0
40.646,-74.002,5.0
40.646,-73.962,16.0
40.646,-73.892,2.0
40.646,-73.928,10.0
40.646,-74.011,10.0
40.646,-73.905,5.0
40.646,-73.88,5.0
40.646,-73.947,5.0
40.646,-73.926,1.0
40.646,-73.954,3.0
40.646,-73.893,3.0
40.646,-73.882,15.0
40.646,-73.901,5.0
40.646,-73.959,16.0
40.646,-74.016,3.0
40.646,-74.024,3.0
40.646,-73.958,11.0
40.646,-73.891,2.0
40.646,-73.973,8.0
40.646,-74.013,11.0
40.646,-73.97,1.0
40.646,-73.907,6.0
40.646,-74.018,8.0
40.646,-74.015,9.0
40.646,-73.963,9.0
40.646,-73.948,3.0
40.646,-73.976,4.0
40.646,-73.745,6.0
40.646,-74.078,1.0
40.646,-74.001,2.0
40.646,-74.02,1.0
40.646,-74.0,4.0
40.646,-73.927,2.0
40.646,-73.983,2.0
40.646,-73.919,5.0
40.646,-73.923,3.0
40.646,-73.972,1.0
40.646,-73.929,1.0
40.646,-74.086,1.0
40.646,-73.999,10.0
40.646,-73.922,1.0
40.646,-73.931,4.0
40.646,-73.894,5.0
40.646,-73.933,3.0
40.646,-73.909,1.0
40.646,-73.95,2.0
40.646,-73.979,1.0
40.646,-73.96,17.0
40.646,-74.006,1.0
40.646,-73.918,1.0
40.646,-74.081,1.0
40.646,-73.912,1.0
40.646,-74.007,2.0
40.646,-74.091,1.0
40.646,-73.978,1.0
40.646,-74.085,1.0
40.646,-73.911,1.0
40.646,-73.951,1.0
40.646,-73.898,1.0
40.869,-73.893,16.0
40.869,-73.88,273.0
40.869,-73.828,9.0
40.869,-73.922,10.0
40.869,-73.891,14.0
40.869,-73.883,10.0
40.869,-73.823,32.0
40.869,-73.917,15.0
40.869,-73.86,4.0
40.869,-73.865,8.0
40.869,-73.851,13.0
40.869,-73.83,11.0
40.869,-73.85,12.0
40.869,-73.887,5.0
40.869,-73.825,61.0
40.869,-73.857,1.0
40.869,-73.861,4.0
40.869,-73.899,6.0
40.869,-73.897,7.0
40.869,-73.903,8.0
40.869,-73.852,10.0
40.869,-73.925,6.0
40.869,-73.923,4.0
40.869,-73.915,5.0
40.869,-73.916,2.0
40.869,-73.898,3.0
40.869,-73.867,14.0
40.869,-73.902,20.0
40.869,-73.845,1.0
40.869,-73.871,11.0
40.869,-73.89,24.0
40.869,-73.895,13.0
40.869,-73.832,6.0
40.869,-73.889,8.0
40.869,-73.863,2.0
40.869,-73.838,2.0
40.869,-73.896,8.0
40.869,-73.884,16.0
40.869,-73.849,7.0
40.869,-73.882,15.0
40.869,-73.918,3.0
40.869,-73.854,4.0
40.869,-73.844,7.0
40.869,-73.855,2.0
40.869,-73.843,4.0
40.869,-73.848,6.0
40.869,-73.862,2.0
40.869,-73.839,1.0
40.869,-73.901,6.0
40.869,-73.853,5.0
40.869,-73.858,2.0
40.869,-73.856,4.0
40.869,-73.84,1.0
40.869,-73.907,3.0
40.869,-73.831,1.0
40.869,-73.92,4.0
40.869,-73.921,10.0
40.869,-73.866,2.0
40.869,-73.859,1.0
40.869,-73.914,2.0
40.869,-73.833,1.0
40.869,-73.864,2.0
40.869,-73.892,3.0
40.869,-73.888,4.0
40.869,-73.913,1.0
40.869,-73.837,2.0
40.664,-73.997,2.0
40.664,-73.923,31.0
40.664,-73.957,14.0
40.664,-73.96,3.0
40.664,-73.93,13.0
40.664,-73.927,12.0
40.664,-73.911,9.0
40.664,-73.913,5.0
40.664,-73.908,84.0
40.664,-73.925,24.0
40.664,-73.981,5.0
40.664,-73.878,15.0
40.664,-73.936,19.0
40.664,-73.774,1.0
40.664,-73.888,19.0
40.664,-73.949,10.0
40.664,-73.952,6.0
40.664,-73.922,9.0
40.664,-73.769,9.0
40.664,-73.759,3.0
40.664,-73.883,2.0
40.664,-73.993,1.0
40.664,-73.915,6.0
40.664,-73.98,1.0
40.664,-73.867,3.0
40.664,-73.88,6.0
40.664,-73.887,6.0
40.664,-73.9,7.0
40.664,-73.894,7.0
40.664,-73.934,5.0
40.664,-73.866,4.0
40.664,-73.892,9.0
40.664,-73.903,3.0
40.664,-73.891,12.0
40.664,-73.932,24.0
40.664,-73.896,10.0
40.664,-73.947,27.0
40.664,-73.933,23.0
40.664,-73.943,15.0
40.664,-73.92,9.0
40.664,-73.738,6.0
40.664,-73.869,3.0
40.664,-73.929,3.0
40.664,-73.86,6.0
40.664,-73.924,15.0
40.664,-73.984,6.0
40.664,-73.902,20.0
40.664,-73.958,8.0
40.664,-73.921,11.0
40.664,-73.771,2.0
40.664,-73.881,1.0
40.664,-73.746,2.0
40.664,-73.898,4.0
40.664,-73.91,6.0
40.664,-73.873,3.0
40.664,-73.765,3.0
40.664,-73.745,2.0
40.664,-73.851,2.0
40.664,-73.954,7.0
40.664,-73.946,8.0
40.664,-73.89,2.0
40.664,-73.991,4.0
40.664,-73.865,2.0
40.664,-73.941,7.0
40.664,-73.731,1.0
40.664,-73.74,2.0
40.664,-73.783,2.0
40.664,-73.836,1.0
40.664,-73.885,4.0
40.664,-73.919,6.0
40.664,-73.95,2.0
40.664,-73.889,10.0
40.664,-73.749,3.0
40.664,-73.986,3.0
40.664,-73.926,14.0
40.664,-73.852,1.0
40.664,-73.998,4.0
40.664,-73.905,13.0
40.664,-73.956,6.0
40.664,-73.931,1.0
40.664,-73.817,1.0
40.664,-73.781,1.0
40.664,-73.834,2.0
40.664,-73.914,5.0
40.664,-73.895,5.0
40.664,-73.995,7.0
40.664,-73.845,1.0
40.664,-73.951,12.0
40.664,-73.937,2.0
40.664,-73.739,1.0
40.664,-73.75,1.0
40.664,-73.835,1.0
40.664,-73.985,1.0
40.664,-73.939,5.0
40.664,-73.766,1.0
40.664,-73.884,6.0
40.664,-73.992,2.0
40.664,-73.959,1.0
40.664,-73.899,2.0
40.664,-73.85,4.0
40.664,-73.733,1.0
40.664,-73.979,4.0
40.664,-73.823,2.0
40.664,-73.737,2.0
40.664,-73.815,2.0
40.664,-73.874,1.0
40.664,-73.912,2.0
40.664,-73.978,2.0
40.664,-73.753,2.0
40.664,-73.996,3.0
40.664,-73.944,3.0
40.664,-73.768,1.0
40.664,-73.909,2.0
40.664,-73.987,1.0
40.664,-73.961,3.0
40.664,-73.841,1.0
40.664,-73.736,1.0
40.664,-73.901,3.0
40.664,-73.791,2.0
40.664,-73.918,4.0
40.664,-73.893,3.0
40.664,-73.77,4.0
40.664,-73.886,1.0
40.664,-73.94,1.0
40.664,-73.767,1.0
40.664,-73.79,1.0
40.664,-73.882,2.0
40.664,-73.748,1.0
40.664,-73.916,2.0
40.664,-73.732,1.0
40.664,-73.989,4.0
40.664,-73.897,3.0
40.664,-73.948,1.0
40.664,-73.747,1.0
40.664,-73.779,1.0
40.664,-73.775,2.0
40.664,-73.857,1.0
40.664,-73.764,2.0
40.664,-73.758,1.0
40.664,-73.734,4.0
40.664,-73.776,1.0
40.664,-73.735,2.0
40.664,-73.833,1.0
40.664,-73.982,1.0
40.664,-73.868,1.0
40.664,-73.757,1.0
40.664,-73.816,1.0
40.895,-73.856,12.0
40.895,-73.903,2.0
40.895,-73.855,10.0
40.895,-73.861,29.0
40.895,-73.864,14.0
40.895,-73.842,6.0
40.895,-73.912,1.0
40.895,-73.88,16.0
40.895,-73.857,9.0
40.895,-73.841,7.0
40.895,-73.858,15.0
40.895,-73.86,7.0
40.895,-73.839,1.0
40.895,-73.853,5.0
40.895,-73.877,2.0
40.895,-73.848,2.0
40.895,-73.862,6.0
40.895,-73.851,1.0
40.895,-73.846,2.0
40.895,-73.845,2.0
40.895,-73.854,1.0
40.895,-73.84,2.0
40.895,-73.849,1.0
40.906,-73.848,22.0
40.906,-73.9,5.0
40.906,-73.896,2.0
40.906,-73.897,3.0
40.906,-73.85,4.0
40.906,-73.898,4.0
40.906,-73.899,1.0
40.906,-73.904,4.0
40.906,-73.849,7.0
40.906,-73.901,1.0
40.906,-73.853,5.0
40.906,-73.851,2.0
40.906,-73.902,1.0
40.906,-73.847,2.0
40.906,-73.907,1.0
40.906,-73.878,1.0
40.848,-73.856,6.0
40.848,-73.832,6.0
40.848,-73.903,31.0
40.848,-73.932,20.0
40.848,-73.904,24.0
40.848,-73.891,16.0
40.848,-73.892,24.0
40.848,-73.915,14.0
40.848,-73.935,22.0
40.848,-73.942,12.0
40.848,-73.884,16.0
40.848,-73.821,1.0
40.848,-73.887,12.0
40.848,-73.865,2.0
40.848,-73.882,3.0
40.848,-73.934,18.0
40.848,-73.936,10.0
40.848,-73.917,18.0
40.848,-73.883,14.0
40.848,-73.94,12.0
40.848,-73.921,21.0
40.848,-73.924,45.0
40.848,-73.86,4.0
40.848,-73.864,2.0
40.848,-73.938,47.0
40.848,-73.861,2.0
40.848,-73.895,8.0
40.848,-73.857,6.0
