,station id,latitude,longitude,Arrivals_true,Departures_true,name,arrivals_characteristic,departures_characteristic
160,3143,40.77632142,-73.96427393,99.45421245,98.5970696,5 Ave & E 78 St,204.02202487049124,202.69016549713714
161,3158,40.77163851,-73.98261428,127.0732601,112.9267399,W 63 St & Broadway,445.97034008626036,410.22125799454545
162,3359,40.7691572,-73.96703464,32.20512821,32.12820513,E 68 St & Madison Ave,156.9542658198458,156.27104244706425
163,309,40.7149787,-74.013012,90.08424908,92.71062271,Murray St & West St,645.4806767896555,664.5356153116857
164,259,40.70122128,-74.01234218,90.68864469,91.8021978,South St & Whitehall St,383.36659210000795,392.17320761615855
165,393,40.72299208,-73.97995466,59.13919414,60.86813187,E 5 St & Avenue C,437.3860830185351,451.5029613455089
166,422,40.770513,-73.988038,82.82051282,81.70695971,W 59 St & 10 Ave,306.6059333614525,303.23202521474104
167,3161,40.78018397,-73.97728533,89.31135531,67.44322344,W 76 St & Columbus Ave,450.58719972120525,366.46508600281703
168,3145,40.77862688,-73.95772073,41.51282051,39.80586081,E 84 St & Park Ave,222.91532447730808,217.79461045779104
169,3508,40.809725,-73.953149,36.3992674,37.75457875,St Nicholas Ave & Manhattan Ave,118.8628633587949,123.23952789221586
170,249,40.71870987,-74.0090009,46.66666667,47.01098901,Harrison St & Hudson St,410.8039319058347,417.88736801589494
171,3166,40.78057799,-73.98562431,75.22344322,75.80586081,Riverside Dr & W 72 St,145.9277818551202,145.8590719592438
172,3542,40.8086249,-73.9596214,27.73626374,21.88278388,Amsterdam Ave & W 119 St,100.99974462166908,79.6268089300162
173,247,40.73535398,-74.00483091,74.41758242,74.82417582,Perry St & Bleecker St,572.6039774869223,578.0060162560055
174,503,40.73827428,-73.98751968,114.74358970000002,115.05494509999998,E 20 St & Park Ave,885.7767249850211,894.2349007818327
175,301,40.72217444,-73.98368779,109.5970696,120.57875459999998,E 2 St & Avenue B,672.3581678690539,717.7725865694713
176,513,40.768254,-73.988639,81.34798535,81.40659341,W 56 St & 10 Ave,398.0442117444062,397.3804987163878
177,3376,40.76471852,-73.9622207,39.45054945,39.58608059,E 65 St & 2 Ave,209.9966676405475,210.26622173569308
178,304,40.70463334,-74.01361706,129.06959709999998,145.0915751,Broadway & Battery Pl,565.194887651362,616.9608588864784
179,236,40.7284186,-73.98713956,143.6593407,150.32967030000003,St Marks Pl & 2 Ave,971.7373173503427,1001.6338459823377
180,3362,40.7781314,-73.96069399,53.57509158,53.48351648,Madison Ave & E 82 St,168.95267713946362,167.8918379255139
181,3129,40.75110165,-73.94073717,72.91941392,73.15018315,Queens Plaza North & Crescent St,242.29819471669714,243.10821368111223
182,3489,40.71069995,-74.00354147,36.21978022,36.47985348,Gold St & Frankfort St,352.1870659822993,353.63048359950847
183,3305,40.7811223,-73.94965589,68.89377289,70.10989011,E 91 St & 2 Ave,325.7824001589491,331.98588136040667
184,238,40.7361967,-74.00859207,70.53113553,71.27838828,Bank St & Washington St,390.79777112639545,394.2392496621132
185,355,40.71602118,-73.99974372,94.88644689,95.87912088,Bayard St & Baxter St,423.98895117558203,428.3591510234754
186,3472,40.74275383,-74.00747359,108.5677656,118.4615385,W 15 St & 10 Ave,564.7390767870208,599.5481691434152
187,3169,40.78720869,-73.98128127,52.02564103,51.27106227,Riverside Dr & W 82 St,118.1260851012166,113.49413471452365
188,3159,40.77492513,-73.98266566,118.2527473,108.8791209,W 67 St & Broadway,419.2812646182834,382.7883435331726
189,369,40.73224119,-74.00026394,88.29670329999998,88.95970696,Washington Pl & 6 Ave,718.4398750954144,728.5058930642052
190,453,40.74475148,-73.99915362,174.89377290000004,175.2234432,W 22 St & 8 Ave,859.4665657244988,862.8011042749494
191,281,40.764397100000004,-73.97371465,224.07692310000002,189.9450549,Grand Army Plaza & Central Park S,830.1169067348828,732.7445261826489
192,498,40.74854862,-73.98808416,160.47252749999996,158.1135531,Broadway & W 32 St,1149.5654413553018,1143.1903555528781
193,3375,40.7699426,-73.96060712,29.20879121,29.23443223,3 Ave & E 72 St,189.62910226615074,188.5994080674993
194,3539,40.8067581,-73.9607082,39.43589744,28.11355311,W 116 St & Amsterdam Ave,111.65500933896865,81.85632632465179
195,3164,40.7770575,-73.97898475,187.8864469,138.040293,Columbus Ave & W 72 St,821.6929049434639,647.8867282669039
196,3134,40.76312584,-73.96526895,52.01831502,52.03663004,3 Ave & E 62 St,220.99166012977543,221.3044602374667
197,472,40.74571210000001,-73.98194829,165.24542119999995,164.8681319,E 32 St & Park Ave,703.9660879671842,703.126202410062
198,3226,40.78275,-73.97137,82.06593407,66.84981685,W 82 St & Central Park West,263.3131956189568,226.28308766268407
199,3536,40.8082,-73.9641,36.61172161,27.50915751,W 116 St & Broadway,129.7892289413636,98.63201972771868
200,3171,40.78524672,-73.97667321,80.63003663,77.12087912,Amsterdam Ave & W 82 St,304.0523644245652,283.7353479030926
201,3656,40.72307749,-73.98583621,105.3699634,106.3809524,E 2 St & Avenue A,561.2025022300035,567.4107203817016
202,3664,40.72019521,-74.01030064,107.49450549999999,112.2747253,North Moore St & Greenwich St,509.8069389130084,529.023877916398
203,2010,40.72165481,-74.00234737,97.05860806,98.17216117,Grand St & Greene St,483.1714613102309,492.8454704030462
204,276,40.71748752,-74.0104554,60.08424908,60.62271062,Duane St & Greenwich St,598.4297634738375,613.05687822329
205,3427,40.72430527,-73.99600983,166.5970696,168.06959709999995,Lafayette St & Jersey St,809.0014996860831,818.0881144722653
206,417,40.71291224,-74.01020234,131.22710619999998,132.0586081,Barclay St & Church St,725.1749846674479,731.5934272954994
207,293,40.73020661,-73.99102628,228.00732599999998,230.7912088,Lafayette St & E 8 St,1299.7207684065777,1316.5510962211688
208,251,40.72317958,-73.99480012,147.9413919,149.4395604,Mott St & Prince St,785.7148544413042,794.0332842417953
209,327,40.715337899999994,-74.01658354,186.5531136,187.32234430000003,Vesey Pl & River Terrace,437.8797531589136,443.0196793973597
210,386,40.71494807,-74.00234482,72.04029304,72.32967033,Centre St & Worth St,388.39340039513905,389.62117180934234
211,312,40.722055,-73.989111,143.0879121,143.5897436,Allen St & Stanton St,842.5859957305763,847.3267653881653
212,483,40.73223272,-73.98889957,154.11721609999995,155.1391941,E 12 St & 3 Ave,1189.6172597808818,1198.710596194136
213,319,40.711065999999995,-74.009447,118.0695971,118.4249084,Fulton St & Broadway,659.0864018383755,661.7998697147332
214,285,40.73454567,-73.99074142,260.1978022,260.12087909999997,Broadway & E 14 St,1658.9965460272988,1669.6022992565454
215,3632,40.72804857,-73.9788115,116.72161170000001,115.97069599999999,E 12 St & Avenue B,478.59782847545745,482.178548772902
216,350,40.71559509,-73.9870295,85.22710623,85.38827839,Clinton St & Grand St,394.37732559193387,393.48444481216353
217,335,40.72903917,-73.99404649,107.66666670000001,111.55677659999998,Washington Pl & Broadway,770.6668443464669,791.059976152008
218,357,40.73261787,-73.99158043,67.27106227,67.12454212,E 11 St & Broadway,895.0728960873114,901.6793085219418
219,346,40.73652889,-74.00618026,106.33333329999999,107.2600733,Bank St & Hudson St,731.1518384067697,738.6034752543637
220,321,40.69991755,-73.98971773,68.83150183,68.40659341,Cadman Plaza E & Red Cross Pl,355.7467588908377,357.58483778130255
221,229,40.72743423,-73.99379025,211.029304,217.5164835,Great Jones St,1060.7749666404916,1088.7472588189282
222,330,40.71450451,-74.00562789,70.25641026,70.37728938,Reade St & Broadway,418.12275883361656,418.5223446558271
223,401,40.72019576,-73.98997825,135.5750916,135.0,Allen St & Rivington St,727.8221093659113,728.1594897819272
224,168,40.73971301,-73.99456405,199.5604396,206.49816850000002,W 18 St & 6 Ave,756.1777742593919,777.5791713622223
225,152,40.71473993,-74.00910627,12.40659341,12.65567766,Warren St & Church St,344.25354977920097,349.42215828153746
226,415,40.7047177,-74.00926027,68.24542125,68.82051282,Pearl St & Hanover Square,514.4111432376801,521.5791051378295
227,311,40.7172274,-73.98802084,88.27472527,89.06593407,Norfolk St & Broome St,408.2265237761669,410.23468862527034
228,438,40.72779126,-73.98564945,140.6813187,144.9267399,St Marks Pl & 1 Ave,852.9796109642971,871.0273404943691
229,307,40.71427487,-73.98990025,142.959707,142.4835165,Canal St & Rutgers St,689.2413457948234,688.7140581062315
230,408,40.71076228,-73.99400398,49.52380952,50.19047619,Market St & Cherry St,196.56094104586504,198.88331569680278
231,308,40.71307916,-73.99851193,64.40659341,64.95238095,St James Pl & Oliver St,321.42965631035355,325.2848303105786
232,403,40.72502876,-73.99069656,142.22710619999995,144.66666669999995,E 2 St & 2 Ave,802.7304759061516,815.8710505849255
233,195,40.70905623,-74.01043382,109.4175824,109.5677656,Liberty St & Broadway,522.6925326360056,524.0736568669294
234,317,40.72453734,-73.98185424,105.81684979999999,109.0805861,E 6 St & Avenue B,644.0351906971036,667.6574226875075
235,439,40.726280700000004,-73.98978041,78.98168498,79.5970696,E 4 St & 2 Ave,621.1114780342614,630.0339414236241
